year,state_short,state_long,indicator,value
2013,ND,North Dakota,elem ba,345
2013,ND,North Dakota,other ba,228
2013,ND,North Dakota,sped ba,13
2013,ND,North Dakota,stem ba,71
2013,ND,North Dakota,elem ma,45
2013,ND,North Dakota,other ma,155
2013,ND,North Dakota,sped ma,104
2013,ND,North Dakota,stem ma,63
2013,ND,North Dakota,elem phd,0
2013,ND,North Dakota,other phd,32
2013,ND,North Dakota,sped phd,0
2013,ND,North Dakota,stem phd,10
2013,ND,North Dakota,agg total,285366
2013,ND,North Dakota,ba total,657
2013,ND,North Dakota,elem total,390
2013,ND,North Dakota,ma total,367
2013,ND,North Dakota,other total,415
2013,ND,North Dakota,phd total,42
2013,ND,North Dakota,sped total,117
2013,ND,North Dakota,state total,1066
2013,ND,North Dakota,stem total,144
2013,NE,Nebraska,elem ba,725
2013,NE,Nebraska,other ba,611
2013,NE,Nebraska,sped ba,113
2013,NE,Nebraska,stem ba,74
2013,NE,Nebraska,elem ma,98
2013,NE,Nebraska,other ma,1123
2013,NE,Nebraska,sped ma,79
2013,NE,Nebraska,stem ma,41
2013,NE,Nebraska,elem phd,0
2013,NE,Nebraska,other phd,87
2013,NE,Nebraska,sped phd,0
2013,NE,Nebraska,stem phd,0
2013,NE,Nebraska,agg total,285366
2013,NE,Nebraska,ba total,1523
2013,NE,Nebraska,elem total,823
2013,NE,Nebraska,ma total,1341
2013,NE,Nebraska,other total,1821
2013,NE,Nebraska,phd total,87
2013,NE,Nebraska,sped total,192
2013,NE,Nebraska,state total,2951
2013,NE,Nebraska,stem total,115
2013,NH,New Hampshire,elem ba,328
2013,NH,New Hampshire,other ba,84
2013,NH,New Hampshire,sped ba,21
2013,NH,New Hampshire,stem ba,56
2013,NH,New Hampshire,elem ma,175
2013,NH,New Hampshire,other ma,619
2013,NH,New Hampshire,sped ma,99
2013,NH,New Hampshire,stem ma,20
2013,NH,New Hampshire,elem phd,0
2013,NH,New Hampshire,other phd,11
2013,NH,New Hampshire,sped phd,0
2013,NH,New Hampshire,stem phd,1
2013,NH,New Hampshire,agg total,285366
2013,NH,New Hampshire,ba total,489
2013,NH,New Hampshire,elem total,503
2013,NH,New Hampshire,ma total,913
2013,NH,New Hampshire,other total,714
2013,NH,New Hampshire,phd total,12
2013,NH,New Hampshire,sped total,120
2013,NH,New Hampshire,state total,1414
2013,NH,New Hampshire,stem total,77
2013,NJ,New Jersey,elem ba,681
2013,NJ,New Jersey,other ba,1068
2013,NJ,New Jersey,sped ba,231
2013,NJ,New Jersey,stem ba,36
2013,NJ,New Jersey,elem ma,213
2013,NJ,New Jersey,other ma,2235
2013,NJ,New Jersey,sped ma,588
2013,NJ,New Jersey,stem ma,136
2013,NJ,New Jersey,elem phd,1
2013,NJ,New Jersey,other phd,88
2013,NJ,New Jersey,sped phd,0
2013,NJ,New Jersey,stem phd,4
2013,NJ,New Jersey,agg total,285366
2013,NJ,New Jersey,ba total,2016
2013,NJ,New Jersey,elem total,895
2013,NJ,New Jersey,ma total,3172
2013,NJ,New Jersey,other total,3391
2013,NJ,New Jersey,phd total,93
2013,NJ,New Jersey,sped total,819
2013,NJ,New Jersey,state total,5281
2013,NJ,New Jersey,stem total,176
2013,NM,New Mexico,elem ba,482
2013,NM,New Mexico,other ba,276
2013,NM,New Mexico,sped ba,95
2013,NM,New Mexico,stem ba,25
2013,NM,New Mexico,elem ma,121
2013,NM,New Mexico,other ma,615
2013,NM,New Mexico,sped ma,119
2013,NM,New Mexico,stem ma,44
2013,NM,New Mexico,elem phd,0
2013,NM,New Mexico,other phd,63
2013,NM,New Mexico,sped phd,5
2013,NM,New Mexico,stem phd,3
2013,NM,New Mexico,agg total,285366
2013,NM,New Mexico,ba total,878
2013,NM,New Mexico,elem total,603
2013,NM,New Mexico,ma total,899
2013,NM,New Mexico,other total,954
2013,NM,New Mexico,phd total,71
2013,NM,New Mexico,sped total,219
2013,NM,New Mexico,state total,1848
2013,NM,New Mexico,stem total,72
2013,NV,Nevada,elem ba,252
2013,NV,Nevada,other ba,180
2013,NV,Nevada,sped ba,64
2013,NV,Nevada,stem ba,9
2013,NV,Nevada,elem ma,75
2013,NV,Nevada,other ma,548
2013,NV,Nevada,sped ma,104
2013,NV,Nevada,stem ma,0
2013,NV,Nevada,elem phd,0
2013,NV,Nevada,other phd,50
2013,NV,Nevada,sped phd,11
2013,NV,Nevada,stem phd,0
2013,NV,Nevada,agg total,285366
2013,NV,Nevada,ba total,505
2013,NV,Nevada,elem total,327
2013,NV,Nevada,ma total,727
2013,NV,Nevada,other total,778
2013,NV,Nevada,phd total,61
2013,NV,Nevada,sped total,179
2013,NV,Nevada,state total,1293
2013,NV,Nevada,stem total,9
2013,NY,New York,elem ba,2618
2013,NY,New York,other ba,2652
2013,NY,New York,sped ba,1125
2013,NY,New York,stem ba,613
2013,NY,New York,elem ma,2415
2013,NY,New York,other ma,8831
2013,NY,New York,sped ma,4346
2013,NY,New York,stem ma,1088
2013,NY,New York,elem phd,6
2013,NY,New York,other phd,391
2013,NY,New York,sped phd,32
2013,NY,New York,stem phd,62
2013,NY,New York,agg total,285366
2013,NY,New York,ba total,7008
2013,NY,New York,elem total,5039
2013,NY,New York,ma total,16680
2013,NY,New York,other total,11874
2013,NY,New York,phd total,491
2013,NY,New York,sped total,5503
2013,NY,New York,state total,24179
2013,NY,New York,stem total,1763
2013,OH,Ohio,elem ba,1821
2013,OH,Ohio,other ba,2739
2013,OH,Ohio,sped ba,735
2013,OH,Ohio,stem ba,229
2013,OH,Ohio,elem ma,309
2013,OH,Ohio,other ma,3931
2013,OH,Ohio,sped ma,600
2013,OH,Ohio,stem ma,241
2013,OH,Ohio,elem phd,2
2013,OH,Ohio,other phd,264
2013,OH,Ohio,sped phd,7
2013,OH,Ohio,stem phd,7
2013,OH,Ohio,agg total,285366
2013,OH,Ohio,ba total,5524
2013,OH,Ohio,elem total,2132
2013,OH,Ohio,ma total,5081
2013,OH,Ohio,other total,6934
2013,OH,Ohio,phd total,280
2013,OH,Ohio,sped total,1342
2013,OH,Ohio,state total,10885
2013,OH,Ohio,stem total,477
2013,OK,Oklahoma,elem ba,975
2013,OK,Oklahoma,other ba,539
2013,OK,Oklahoma,sped ba,73
2013,OK,Oklahoma,stem ba,81
2013,OK,Oklahoma,elem ma,69
2013,OK,Oklahoma,other ma,1123
2013,OK,Oklahoma,sped ma,13
2013,OK,Oklahoma,stem ma,45
2013,OK,Oklahoma,elem phd,0
2013,OK,Oklahoma,other phd,57
2013,OK,Oklahoma,sped phd,2
2013,OK,Oklahoma,stem phd,0
2013,OK,Oklahoma,agg total,285366
2013,OK,Oklahoma,ba total,1668
2013,OK,Oklahoma,elem total,1044
2013,OK,Oklahoma,ma total,1250
2013,OK,Oklahoma,other total,1719
2013,OK,Oklahoma,phd total,59
2013,OK,Oklahoma,sped total,88
2013,OK,Oklahoma,state total,2977
2013,OK,Oklahoma,stem total,126
2013,OR,Oregon,elem ba,197
2013,OR,Oregon,other ba,482
2013,OR,Oregon,sped ba,0
2013,OR,Oregon,stem ba,0
2013,OR,Oregon,elem ma,152
2013,OR,Oregon,other ma,2331
2013,OR,Oregon,sped ma,213
2013,OR,Oregon,stem ma,79
2013,OR,Oregon,elem phd,0
2013,OR,Oregon,other phd,84
2013,OR,Oregon,sped phd,10
2013,OR,Oregon,stem phd,9
2013,OR,Oregon,agg total,285366
2013,OR,Oregon,ba total,679
2013,OR,Oregon,elem total,349
2013,OR,Oregon,ma total,2775
2013,OR,Oregon,other total,2897
2013,OR,Oregon,phd total,103
2013,OR,Oregon,sped total,223
2013,OR,Oregon,state total,3557
2013,OR,Oregon,stem total,88
2013,PA,Pennsylvania,elem ba,3159
2013,PA,Pennsylvania,other ba,1369
2013,PA,Pennsylvania,sped ba,866
2013,PA,Pennsylvania,stem ba,101
2013,PA,Pennsylvania,elem ma,870
2013,PA,Pennsylvania,other ma,6521
2013,PA,Pennsylvania,sped ma,928
2013,PA,Pennsylvania,stem ma,504
2013,PA,Pennsylvania,elem phd,12
2013,PA,Pennsylvania,other phd,425
2013,PA,Pennsylvania,sped phd,4
2013,PA,Pennsylvania,stem phd,8
2013,PA,Pennsylvania,agg total,285366
2013,PA,Pennsylvania,ba total,5495
2013,PA,Pennsylvania,elem total,4041
2013,PA,Pennsylvania,ma total,8823
2013,PA,Pennsylvania,other total,8315
2013,PA,Pennsylvania,phd total,449
2013,PA,Pennsylvania,sped total,1798
2013,PA,Pennsylvania,state total,14767
2013,PA,Pennsylvania,stem total,613
2013,RI,Rhode Island,elem ba,162
2013,RI,Rhode Island,other ba,179
2013,RI,Rhode Island,sped ba,144
2013,RI,Rhode Island,stem ba,17
2013,RI,Rhode Island,elem ma,33
2013,RI,Rhode Island,other ma,315
2013,RI,Rhode Island,sped ma,42
2013,RI,Rhode Island,stem ma,16
2013,RI,Rhode Island,elem phd,0
2013,RI,Rhode Island,other phd,34
2013,RI,Rhode Island,sped phd,0
2013,RI,Rhode Island,stem phd,0
2013,RI,Rhode Island,agg total,285366
2013,RI,Rhode Island,ba total,502
2013,RI,Rhode Island,elem total,195
2013,RI,Rhode Island,ma total,406
2013,RI,Rhode Island,other total,528
2013,RI,Rhode Island,phd total,34
2013,RI,Rhode Island,sped total,186
2013,RI,Rhode Island,state total,942
2013,RI,Rhode Island,stem total,33
2013,SC,South Carolina,elem ba,1105
2013,SC,South Carolina,other ba,635
2013,SC,South Carolina,sped ba,169
2013,SC,South Carolina,stem ba,42
2013,SC,South Carolina,elem ma,150
2013,SC,South Carolina,other ma,1345
2013,SC,South Carolina,sped ma,122
2013,SC,South Carolina,stem ma,14
2013,SC,South Carolina,elem phd,2
2013,SC,South Carolina,other phd,115
2013,SC,South Carolina,sped phd,1
2013,SC,South Carolina,stem phd,7
2013,SC,South Carolina,agg total,285366
2013,SC,South Carolina,ba total,1951
2013,SC,South Carolina,elem total,1257
2013,SC,South Carolina,ma total,1631
2013,SC,South Carolina,other total,2095
2013,SC,South Carolina,phd total,125
2013,SC,South Carolina,sped total,292
2013,SC,South Carolina,state total,3707
2013,SC,South Carolina,stem total,63
2013,SD,South Dakota,elem ba,368
2013,SD,South Dakota,other ba,114
2013,SD,South Dakota,sped ba,27
2013,SD,South Dakota,stem ba,24
2013,SD,South Dakota,elem ma,10
2013,SD,South Dakota,other ma,310
2013,SD,South Dakota,sped ma,10
2013,SD,South Dakota,stem ma,30
2013,SD,South Dakota,elem phd,0
2013,SD,South Dakota,other phd,37
2013,SD,South Dakota,sped phd,0
2013,SD,South Dakota,stem phd,0
2013,SD,South Dakota,agg total,285366
2013,SD,South Dakota,ba total,533
2013,SD,South Dakota,elem total,378
2013,SD,South Dakota,ma total,360
2013,SD,South Dakota,other total,461
2013,SD,South Dakota,phd total,37
2013,SD,South Dakota,sped total,37
2013,SD,South Dakota,state total,930
2013,SD,South Dakota,stem total,54
2013,TN,Tennessee,elem ba,564
2013,TN,Tennessee,other ba,1690
2013,TN,Tennessee,sped ba,358
2013,TN,Tennessee,stem ba,44
2013,TN,Tennessee,elem ma,199
2013,TN,Tennessee,other ma,2843
2013,TN,Tennessee,sped ma,163
2013,TN,Tennessee,stem ma,66
2013,TN,Tennessee,elem phd,1
2013,TN,Tennessee,other phd,262
2013,TN,Tennessee,sped phd,8
2013,TN,Tennessee,stem phd,0
2013,TN,Tennessee,agg total,285366
2013,TN,Tennessee,ba total,2656
2013,TN,Tennessee,elem total,764
2013,TN,Tennessee,ma total,3271
2013,TN,Tennessee,other total,4795
2013,TN,Tennessee,phd total,271
2013,TN,Tennessee,sped total,529
2013,TN,Tennessee,state total,6198
2013,TN,Tennessee,stem total,110
2013,TX,Texas,elem ba,791
2013,TX,Texas,other ba,858
2013,TX,Texas,sped ba,138
2013,TX,Texas,stem ba,152
2013,TX,Texas,elem ma,443
2013,TX,Texas,other ma,8105
2013,TX,Texas,sped ma,796
2013,TX,Texas,stem ma,454
2013,TX,Texas,elem phd,36
2013,TX,Texas,other phd,629
2013,TX,Texas,sped phd,35
2013,TX,Texas,stem phd,30
2013,TX,Texas,agg total,285366
2013,TX,Texas,ba total,1939
2013,TX,Texas,elem total,1270
2013,TX,Texas,ma total,9798
2013,TX,Texas,other total,9592
2013,TX,Texas,phd total,730
2013,TX,Texas,sped total,969
2013,TX,Texas,state total,12467
2013,TX,Texas,stem total,636
2013,UT,Utah,elem ba,980
2013,UT,Utah,other ba,1454
2013,UT,Utah,sped ba,426
2013,UT,Utah,stem ba,352
2013,UT,Utah,elem ma,207
2013,UT,Utah,other ma,991
2013,UT,Utah,sped ma,232
2013,UT,Utah,stem ma,661
2013,UT,Utah,elem phd,0
2013,UT,Utah,other phd,45
2013,UT,Utah,sped phd,10
2013,UT,Utah,stem phd,15
2013,UT,Utah,agg total,285366
2013,UT,Utah,ba total,3212
2013,UT,Utah,elem total,1187
2013,UT,Utah,ma total,2091
2013,UT,Utah,other total,2490
2013,UT,Utah,phd total,70
2013,UT,Utah,sped total,668
2013,UT,Utah,state total,5373
2013,UT,Utah,stem total,1028
2013,VA,Virginia,elem ba,108
2013,VA,Virginia,other ba,1313
2013,VA,Virginia,sped ba,19
2013,VA,Virginia,stem ba,3
2013,VA,Virginia,elem ma,430
2013,VA,Virginia,other ma,4067
2013,VA,Virginia,sped ma,604
2013,VA,Virginia,stem ma,82
2013,VA,Virginia,elem phd,0
2013,VA,Virginia,other phd,392
2013,VA,Virginia,sped phd,0
2013,VA,Virginia,stem phd,7
2013,VA,Virginia,agg total,285366
2013,VA,Virginia,ba total,1443
2013,VA,Virginia,elem total,538
2013,VA,Virginia,ma total,5183
2013,VA,Virginia,other total,5772
2013,VA,Virginia,phd total,399
2013,VA,Virginia,sped total,623
2013,VA,Virginia,state total,7025
2013,VA,Virginia,stem total,92
2013,VT,Vermont,elem ba,131
2013,VT,Vermont,other ba,112
2013,VT,Vermont,sped ba,14
2013,VT,Vermont,stem ba,13
2013,VT,Vermont,elem ma,17
2013,VT,Vermont,other ma,356
2013,VT,Vermont,sped ma,60
2013,VT,Vermont,stem ma,17
2013,VT,Vermont,elem phd,0
2013,VT,Vermont,other phd,11
2013,VT,Vermont,sped phd,0
2013,VT,Vermont,stem phd,0
2013,VT,Vermont,agg total,285366
2013,VT,Vermont,ba total,270
2013,VT,Vermont,elem total,148
2013,VT,Vermont,ma total,450
2013,VT,Vermont,other total,479
2013,VT,Vermont,phd total,11
2013,VT,Vermont,sped total,74
2013,VT,Vermont,state total,731
2013,VT,Vermont,stem total,30
2013,WA,Washington,elem ba,627
2013,WA,Washington,other ba,522
2013,WA,Washington,sped ba,155
2013,WA,Washington,stem ba,107
2013,WA,Washington,elem ma,165
2013,WA,Washington,other ma,1738
2013,WA,Washington,sped ma,85
2013,WA,Washington,stem ma,56
2013,WA,Washington,elem phd,0
2013,WA,Washington,other phd,83
2013,WA,Washington,sped phd,4
2013,WA,Washington,stem phd,0
2013,WA,Washington,agg total,285366
2013,WA,Washington,ba total,1411
2013,WA,Washington,elem total,792
2013,WA,Washington,ma total,2044
2013,WA,Washington,other total,2343
2013,WA,Washington,phd total,87
2013,WA,Washington,sped total,244
2013,WA,Washington,state total,3542
2013,WA,Washington,stem total,163
2013,WI,Wisconsin,elem ba,1293
2013,WI,Wisconsin,other ba,1163
2013,WI,Wisconsin,sped ba,194
2013,WI,Wisconsin,stem ba,85
2013,WI,Wisconsin,elem ma,92
2013,WI,Wisconsin,other ma,1868
2013,WI,Wisconsin,sped ma,88
2013,WI,Wisconsin,stem ma,144
2013,WI,Wisconsin,elem phd,0
2013,WI,Wisconsin,other phd,120
2013,WI,Wisconsin,sped phd,3
2013,WI,Wisconsin,stem phd,0
2013,WI,Wisconsin,agg total,285366
2013,WI,Wisconsin,ba total,2735
2013,WI,Wisconsin,elem total,1385
2013,WI,Wisconsin,ma total,2192
2013,WI,Wisconsin,other total,3151
2013,WI,Wisconsin,phd total,123
2013,WI,Wisconsin,sped total,285
2013,WI,Wisconsin,state total,5050
2013,WI,Wisconsin,stem total,229
2013,WV,West Virginia,elem ba,415
2013,WV,West Virginia,other ba,465
2013,WV,West Virginia,sped ba,4
2013,WV,West Virginia,stem ba,7
2013,WV,West Virginia,elem ma,143
2013,WV,West Virginia,other ma,809
2013,WV,West Virginia,sped ma,142
2013,WV,West Virginia,stem ma,30
2013,WV,West Virginia,elem phd,0
2013,WV,West Virginia,other phd,36
2013,WV,West Virginia,sped phd,0
2013,WV,West Virginia,stem phd,0
2013,WV,West Virginia,agg total,285366
2013,WV,West Virginia,ba total,891
2013,WV,West Virginia,elem total,558
2013,WV,West Virginia,ma total,1124
2013,WV,West Virginia,other total,1310
2013,WV,West Virginia,phd total,36
2013,WV,West Virginia,sped total,146
2013,WV,West Virginia,state total,2051
2013,WV,West Virginia,stem total,37
2013,WY,Wyoming,elem ba,155
2013,WY,Wyoming,other ba,88
2013,WY,Wyoming,sped ba,0
2013,WY,Wyoming,stem ba,21
2013,WY,Wyoming,elem ma,0
2013,WY,Wyoming,other ma,98
2013,WY,Wyoming,sped ma,0
2013,WY,Wyoming,stem ma,0
2013,WY,Wyoming,elem phd,0
2013,WY,Wyoming,other phd,17
2013,WY,Wyoming,sped phd,0
2013,WY,Wyoming,stem phd,0
2013,WY,Wyoming,agg total,285366
2013,WY,Wyoming,ba total,264
2013,WY,Wyoming,elem total,155
2013,WY,Wyoming,ma total,98
2013,WY,Wyoming,other total,203
2013,WY,Wyoming,phd total,17
2013,WY,Wyoming,sped total,0
2013,WY,Wyoming,state total,379
2013,WY,Wyoming,stem total,21
2014,AK,Alaska,elem ba,58
2014,AK,Alaska,other ba,14
2014,AK,Alaska,sped ba,0
2014,AK,Alaska,stem ba,0
2014,AK,Alaska,elem ma,4
2014,AK,Alaska,other ma,207
2014,AK,Alaska,sped ma,23
2014,AK,Alaska,stem ma,24
2014,AK,Alaska,elem phd,0
2014,AK,Alaska,other phd,0
2014,AK,Alaska,sped phd,0
2014,AK,Alaska,stem phd,0
2014,AK,Alaska,agg total,250062
2014,AK,Alaska,ba total,72
2014,AK,Alaska,elem total,62
2014,AK,Alaska,ma total,258
2014,AK,Alaska,other total,221
2014,AK,Alaska,phd total,0
2014,AK,Alaska,sped total,23
2014,AK,Alaska,state total,330
2014,AK,Alaska,stem total,24
2014,AL,Alabama,elem ba,877
2014,AL,Alabama,other ba,1099
2014,AL,Alabama,sped ba,148
2014,AL,Alabama,stem ba,63
2014,AL,Alabama,elem ma,338
2014,AL,Alabama,other ma,1664
2014,AL,Alabama,sped ma,189
2014,AL,Alabama,stem ma,117
2014,AL,Alabama,elem phd,2
2014,AL,Alabama,other phd,139
2014,AL,Alabama,sped phd,9
2014,AL,Alabama,stem phd,14
2014,AL,Alabama,agg total,250062
2014,AL,Alabama,ba total,2187
2014,AL,Alabama,elem total,1217
2014,AL,Alabama,ma total,2308
2014,AL,Alabama,other total,2902
2014,AL,Alabama,phd total,164
2014,AL,Alabama,sped total,346
2014,AL,Alabama,state total,4659
2014,AL,Alabama,stem total,194
2014,AR,Arkansas,elem ba,285
2014,AR,Arkansas,other ba,614
2014,AR,Arkansas,sped ba,0
2014,AR,Arkansas,stem ba,67
2014,AR,Arkansas,elem ma,95
2014,AR,Arkansas,other ma,1574
2014,AR,Arkansas,sped ma,269
2014,AR,Arkansas,stem ma,71
2014,AR,Arkansas,elem phd,0
2014,AR,Arkansas,other phd,63
2014,AR,Arkansas,sped phd,0
2014,AR,Arkansas,stem phd,2
2014,AR,Arkansas,agg total,250062
2014,AR,Arkansas,ba total,966
2014,AR,Arkansas,elem total,380
2014,AR,Arkansas,ma total,2009
2014,AR,Arkansas,other total,2251
2014,AR,Arkansas,phd total,65
2014,AR,Arkansas,sped total,269
2014,AR,Arkansas,state total,3040
2014,AR,Arkansas,stem total,140
2014,AZ,Arizona,elem ba,1669
2014,AZ,Arizona,other ba,683
2014,AZ,Arizona,sped ba,729
2014,AZ,Arizona,stem ba,74
2014,AZ,Arizona,elem ma,810
2014,AZ,Arizona,other ma,5119
2014,AZ,Arizona,sped ma,932
2014,AZ,Arizona,stem ma,102
2014,AZ,Arizona,elem phd,0
2014,AZ,Arizona,other phd,572
2014,AZ,Arizona,sped phd,6
2014,AZ,Arizona,stem phd,29
2014,AZ,Arizona,agg total,250062
2014,AZ,Arizona,ba total,3155
2014,AZ,Arizona,elem total,2479
2014,AZ,Arizona,ma total,6963
2014,AZ,Arizona,other total,6374
2014,AZ,Arizona,phd total,607
2014,AZ,Arizona,sped total,1667
2014,AZ,Arizona,state total,10725
2014,AZ,Arizona,stem total,205
2014,CA, California,elem ba,146
2014,CA, California,other ba,480
2014,CA, California,sped ba,13
2014,CA, California,stem ba,53
2014,CA, California,elem ma,267
2014,CA, California,other ma,12062
2014,CA, California,sped ma,794
2014,CA, California,stem ma,281
2014,CA, California,elem phd,0
2014,CA, California,other phd,1356
2014,CA, California,sped phd,8
2014,CA, California,stem phd,21
2014,CA, California,agg total,250062
2014,CA, California,ba total,692
2014,CA, California,elem total,413
2014,CA, California,ma total,13404
2014,CA, California,other total,13898
2014,CA, California,phd total,1385
2014,CA, California,sped total,815
2014,CA, California,state total,15481
2014,CA, California,stem total,355
2014,CO,Colorado,elem ba,55
2014,CO,Colorado,other ba,102
2014,CO,Colorado,sped ba,90
2014,CO,Colorado,stem ba,0
2014,CO,Colorado,elem ma,32
2014,CO,Colorado,other ma,1900
2014,CO,Colorado,sped ma,169
2014,CO,Colorado,stem ma,32
2014,CO,Colorado,elem phd,3
2014,CO,Colorado,other phd,151
2014,CO,Colorado,sped phd,6
2014,CO,Colorado,stem phd,20
2014,CO,Colorado,agg total,250062
2014,CO,Colorado,ba total,247
2014,CO,Colorado,elem total,90
2014,CO,Colorado,ma total,2133
2014,CO,Colorado,other total,2153
2014,CO,Colorado,phd total,180
2014,CO,Colorado,sped total,265
2014,CO,Colorado,state total,2560
2014,CO,Colorado,stem total,52
2014,CT,Connecticut,elem ba,252
2014,CT,Connecticut,other ba,292
2014,CT,Connecticut,sped ba,87
2014,CT,Connecticut,stem ba,13
2014,CT,Connecticut,elem ma,223
2014,CT,Connecticut,other ma,1466
2014,CT,Connecticut,sped ma,301
2014,CT,Connecticut,stem ma,71
2014,CT,Connecticut,elem phd,0
2014,CT,Connecticut,other phd,45
2014,CT,Connecticut,sped phd,4
2014,CT,Connecticut,stem phd,0
2014,CT,Connecticut,agg total,250062
2014,CT,Connecticut,ba total,644
2014,CT,Connecticut,elem total,475
2014,CT,Connecticut,ma total,2061
2014,CT,Connecticut,other total,1803
2014,CT,Connecticut,phd total,49
2014,CT,Connecticut,sped total,392
2014,CT,Connecticut,state total,2754
2014,CT,Connecticut,stem total,84
2014,DE,Delaware,elem ba,249
2014,DE,Delaware,other ba,112
2014,DE,Delaware,sped ba,5
2014,DE,Delaware,stem ba,40
2014,DE,Delaware,elem ma,77
2014,DE,Delaware,other ma,378
2014,DE,Delaware,sped ma,104
2014,DE,Delaware,stem ma,55
2014,DE,Delaware,elem phd,0
2014,DE,Delaware,other phd,72
2014,DE,Delaware,sped phd,0
2014,DE,Delaware,stem phd,0
2014,DE,Delaware,agg total,250062
2014,DE,Delaware,ba total,406
2014,DE,Delaware,elem total,326
2014,DE,Delaware,ma total,614
2014,DE,Delaware,other total,562
2014,DE,Delaware,phd total,72
2014,DE,Delaware,sped total,109
2014,DE,Delaware,state total,1092
2014,DE,Delaware,stem total,95
2014,FL,Florida,elem ba,2499
2014,FL,Florida,other ba,1334
2014,FL,Florida,sped ba,622
2014,FL,Florida,stem ba,195
2014,FL,Florida,elem ma,310
2014,FL,Florida,other ma,3460
2014,FL,Florida,sped ma,477
2014,FL,Florida,stem ma,341
2014,FL,Florida,elem phd,1
2014,FL,Florida,other phd,804
2014,FL,Florida,sped phd,16
2014,FL,Florida,stem phd,39
2014,FL,Florida,agg total,250062
2014,FL,Florida,ba total,4650
2014,FL,Florida,elem total,2810
2014,FL,Florida,ma total,4588
2014,FL,Florida,other total,5598
2014,FL,Florida,phd total,860
2014,FL,Florida,sped total,1115
2014,FL,Florida,state total,10098
2014,FL,Florida,stem total,575
2014,GA,Georgia,elem ba,1111
2014,GA,Georgia,other ba,1341
2014,GA,Georgia,sped ba,350
2014,GA,Georgia,stem ba,88
2014,GA,Georgia,elem ma,458
2014,GA,Georgia,other ma,1864
2014,GA,Georgia,sped ma,258
2014,GA,Georgia,stem ma,283
2014,GA,Georgia,elem phd,4
2014,GA,Georgia,other phd,384
2014,GA,Georgia,sped phd,6
2014,GA,Georgia,stem phd,20
2014,GA,Georgia,agg total,250062
2014,GA,Georgia,ba total,2890
2014,GA,Georgia,elem total,1573
2014,GA,Georgia,ma total,2863
2014,GA,Georgia,other total,3589
2014,GA,Georgia,phd total,414
2014,GA,Georgia,sped total,614
2014,GA,Georgia,state total,6167
2014,GA,Georgia,stem total,391
2014,HI,Hawaii,elem ba,202
2014,HI,Hawaii,other ba,152
2014,HI,Hawaii,sped ba,39
2014,HI,Hawaii,stem ba,2
2014,HI,Hawaii,elem ma,47
2014,HI,Hawaii,other ma,335
2014,HI,Hawaii,sped ma,39
2014,HI,Hawaii,stem ma,23
2014,HI,Hawaii,elem phd,0
2014,HI,Hawaii,other phd,40
2014,HI,Hawaii,sped phd,0
2014,HI,Hawaii,stem phd,0
2014,HI,Hawaii,agg total,250062
2014,HI,Hawaii,ba total,395
2014,HI,Hawaii,elem total,249
2014,HI,Hawaii,ma total,444
2014,HI,Hawaii,other total,527
2014,HI,Hawaii,phd total,40
2014,HI,Hawaii,sped total,78
2014,HI,Hawaii,state total,879
2014,HI,Hawaii,stem total,25
2014,IA,Iowa,elem ba,1293
2014,IA,Iowa,other ba,816
2014,IA,Iowa,sped ba,1
2014,IA,Iowa,stem ba,129
2014,IA,Iowa,elem ma,16
2014,IA,Iowa,other ma,2924
2014,IA,Iowa,sped ma,153
2014,IA,Iowa,stem ma,130
2014,IA,Iowa,elem phd,0
2014,IA,Iowa,other phd,78
2014,IA,Iowa,sped phd,2
2014,IA,Iowa,stem phd,8
2014,IA,Iowa,agg total,250062
2014,IA,Iowa,ba total,2239
2014,IA,Iowa,elem total,1309
2014,IA,Iowa,ma total,3223
2014,IA,Iowa,other total,3818
2014,IA,Iowa,phd total,88
2014,IA,Iowa,sped total,156
2014,IA,Iowa,state total,5550
2014,IA,Iowa,stem total,267
2014,ID,Idaho,elem ba,395
2014,ID,Idaho,other ba,399
2014,ID,Idaho,sped ba,15
2014,ID,Idaho,stem ba,65
2014,ID,Idaho,elem ma,0
2014,ID,Idaho,other ma,304
2014,ID,Idaho,sped ma,23
2014,ID,Idaho,stem ma,197
2014,ID,Idaho,elem phd,0
2014,ID,Idaho,other phd,64
2014,ID,Idaho,sped phd,0
2014,ID,Idaho,stem phd,3
2014,ID,Idaho,agg total,250062
2014,ID,Idaho,ba total,874
2014,ID,Idaho,elem total,395
2014,ID,Idaho,ma total,524
2014,ID,Idaho,other total,767
2014,ID,Idaho,phd total,67
2014,ID,Idaho,sped total,38
2014,ID,Idaho,state total,1465
2014,ID,Idaho,stem total,265
2014,IL,Illinois,elem ba,1700
2014,IL,Illinois,other ba,1026
2014,IL,Illinois,sped ba,571
2014,IL,Illinois,stem ba,100
2014,IL,Illinois,elem ma,481
2014,IL,Illinois,other ma,7694
2014,IL,Illinois,sped ma,423
2014,IL,Illinois,stem ma,775
2014,IL,Illinois,elem phd,2
2014,IL,Illinois,other phd,365
2014,IL,Illinois,sped phd,13
2014,IL,Illinois,stem phd,22
2014,IL,Illinois,agg total,250062
2014,IL,Illinois,ba total,3397
2014,IL,Illinois,elem total,2183
2014,IL,Illinois,ma total,9373
2014,IL,Illinois,other total,9085
2014,IL,Illinois,phd total,402
2014,IL,Illinois,sped total,1007
